created_at,text
Tue May 14 19:48:57 +0000 2019,"SEPTEMBER 12 2019 
Were coming back to NY for the DIAMONDBALL to benefit CLF  Follow  for ways to donate and the announcement of our host and performers coming soon  "
Sun May 12 18:14:55 +0000 2019,"You deserve to be treated with the highest level of respect today and every day for your selfless thankless role in our lives Heres to the women who raise us teach us feed us nurture us mold us discipline us and love us unconditionally 
Love you MOM and THANK YOU"
Sun May 12 18:14:55 +0000 2019,who says women should be put on a pedestal wellGOD HAPPY MOTHERS DAY to all the mothers mothers to be mother figures and to those who lost their beautiful moms in the flesh 
Fri May 10 15:19:43 +0000 2019,  
Fri May 10 13:32:50 +0000 2019,"big day for the culture 
thank you MrArnault for believing in this little girl from the left side of an island and for giving me the opportunity to grow with you at   "
Tue May 07 00:00:05 +0000 2019,best dressed  
Fri May 03 12:21:01 +0000 2019, is officially taking over the UK Im here to announce our brand new partnership with   Look out for us at locations from MAY 10th  Im so excited I love Boots and I love my UK fans Get ready for FENTYBEAUTYxBOOTS   
Thu May 02 22:37:01 +0000 2019,Were comin in hot this summer as FBSUMMERTAKEOVA continues with THREE VIVID EYELINER trios in BAESIDE BAECAY and BAEWATCH Take your pick when this drops on May 10  
Thu May 02 22:16:43 +0000 2019,just Incase yall missed this moment for the culture from da homie  
Wed May 01 20:03:02 +0000 2019,"This month marks the one year anniversary of   
Thank you to everyone who has supported and embraced our brand and our message To all my savages I love you and I love the movement we have made together So much more to come "
Wed May 01 19:21:58 +0000 2019,  
Tue Apr 30 20:20:39 +0000 2019,Ready for the midnight May drop Dont sleep on the new  Get it May 1st 
Mon Apr 29 00:17:59 +0000 2019,  
Sat Apr 20 22:03:10 +0000 2019, 
Sat Apr 20 22:01:22 +0000 2019,"May issue of  on sale April 29th  

Photography josh olins
Styling christine centenera
Hair  and Naphia
Makeup  
Manicure 
 "
Thu Apr 18 00:17:06 +0000 2019,GuavaIsland  hit the link  
Wed Apr 17 23:12:12 +0000 2019,"Thank you for trusting me with this role It was the greatest experience being in Cuba phones off present with life and art It was humbling 
I loved watching every second of it 
Go to  to watch if you havent already "
Wed Apr 17 23:12:11 +0000 2019,wow the response to GuavaIsland has been quite overwhelming So happy you guys felt the beauty in this film  you are a true gem to the culture Im so proud of you and the work you put into making this film I felt how close this was to you and your entire team 
Tue Apr 16 16:53:54 +0000 2019, shot by dennis leupold 
Tue Apr 16 16:02:14 +0000 2019,"the May cover of  hits newsstands on April 23rd   check out more at  now thank you Glenda Bailey 

 Dennis Leupold 
Fashion Editor Miguel Alberto Enamorado
Makeup Isamaya Ffrench 
Hair  "
Thu Apr 11 17:27:01 +0000 2019,
Wed Apr 10 13:55:02 +0000 2019,Im so sorry   
Wed Apr 10 13:51:41 +0000 2019,repost  
Sat Apr 06 16:06:11 +0000 2019,"these shades are delicious  Do you guys use bronzer for warmth or contour Cause I use it for everything lol  including eyeshadow

 SUNSTALKR BRONZER  "
Fri Apr 05 16:20:32 +0000 2019,Happy Birthday to my sweet beautiful mother Thanks for teaching me that strength love forgiveness sacrifice hard work amp helping others in any way you can is what true beauty looks like Love you amp appreciate you Thank You God for choosing this wonderful being to be my mom 
Fri Apr 05 15:17:16 +0000 2019,My new  SUNSTALKR BRONZER is OUT NOW  This creamy softmatte powder bronzer comes in 8 shades Get it now at    and SephorainJCP  
Wed Apr 03 00:08:06 +0000 2019,still cant think about anything elsecant believe someone would rob us of you  
Mon Apr 01 00:48:17 +0000 2019,"This doesnt make any sense My spirit is shaken by this Dear God may His spirit Rest In Peace and May You grant divine comfort to all his loved ones 
Im so sorry this happened to you  "
Fri Mar 29 16:22:34 +0000 2019,  April 1st 
Fri Mar 29 16:21:12 +0000 2019,Waiting for that April  drop get it on April 1st  
Fri Mar 29 01:12:06 +0000 2019, SunStalkR Bronzer April 5th 
Thu Mar 28 18:46:23 +0000 2019,The  summer takeover continues BRONZER 8 SHADES coming on APRIL 5th It took over 2 years for me to create our SUNSTALKR BRONZER with every skin tone in mind Look out for it at    and SephorainJCP 
Thu Mar 21 16:18:20 +0000 2019,
Thu Mar 21 15:29:04 +0000 2019,"TROPHYWIFE 
Body Lava out now    sephorainjcp  "
Thu Mar 21 15:11:17 +0000 2019,TROPHYWIFE Body Lava out now   
Thu Mar 21 00:23:35 +0000 2019,BodyLava is back and a new shade has joined the familyfor all my TROPHYWIFE lovers get your liquid gold TONIGHT at midnight PST   
