created_at,text
Tue Mar 10 12:52:08 +0000 2020,"No one 

Absolutely no one 

Me  here s more footage of behind the scenes of me directing The Man video with a female voice and demeanor  dude body and face  Just to make your day weirder"
Sat Mar 07 17:15:15 +0000 2020,In honor of International Women s Day  I changed out my   playlist to songs I m loving right now by female artists and bands    Let s all celebrate together by honoring the women in our lives and the women out there pushing things forward
Fri Mar 06 13:19:20 +0000 2020,The Man Behind The Scenes   Becoming The Man is out now  Only took 5 hours in the makeup chair   a little sprinkle of privilege dust
Tue Mar 03 20:24:24 +0000 2020,My heart is with everyone in Tennessee who has been affected by the tornados  Sending you my love and prayers
Fri Feb 28 02:12:27 +0000 2020,"Shout out to Rebecca Skinner for being the best executive producer a  wo man could ask for  
I can t believe I get to work with these legends  Having a little moment over here"
Fri Feb 28 02:12:26 +0000 2020,More thank you s  Chancler Haynes is an editing extraordinaire  Stephen Galloway and Spenser Theberge were my movement coaches and taught me how to smoke  slouch  walk and act like a toxic bro  David Lebensfeld and Grant Miller aced that VFX magic
Fri Feb 28 00:11:18 +0000 2020,Rodrigo Prieto  our DP cinematographer  is absolutely brilliant and down to earth and hilarious  Ethan Tobman created all those sets  Like  that wasn t a real yacht  That s how good he is
Fri Feb 28 00:11:18 +0000 2020,I want to say a massive thank you to my main team in putting this whole thing together  Jil Hardin  our producer  worked tirelessly and truly made me feel like I could do this  Joe  Oz  Osborne  our excellent AD  and I have worked together for years and he s the coolest
Thu Feb 27 23:02:01 +0000 2020,Between 4 6 hours in the make up chair every day with these geniuses  Thank you Bill Corso and all who worked so hard on this transformation
Thu Feb 27 23:02:01 +0000 2020,Alongside every great  the  man is a team of hardworking creatives who made this thing happen  Bill Corso  amp  his incredible team and I have worked together before  turning me into a zombie  but convincing a significant amount of people I was a dude is our crowning achievement
Thu Feb 27 14:50:34 +0000 2020,Dominic your reactions were SO good  when you were all  you got this  And jayden s all        I cackle every time I see it  Thanks so much for spending the day with me
Thu Feb 27 14:48:34 +0000 2020,This post    I appreciate you saying this so much  I had the best time hanging out  amp  talking on the tennis court with you  Pennsylvania girls represent   Gonna be cheering you on for everything you do
Thu Feb 27 14:46:32 +0000 2020,Every time I see you in the video I just GRIN because you were so good and so awesome to be around  Thank you SO much for being a part of it
Thu Feb 27 14:23:26 +0000 2020,My dad making his acting debut as  unimpressed umpire  is a memory I ll always cherish  Thank you to the entire cast and crew for helping me become the man I always knew I could be
Thu Feb 27 14:23:03 +0000 2020,it s so cool to have you be a part of this  Thank you   and   for your amazing and hilarious reactions  and   your eye roll really was aStOnIsHiNg
Thu Feb 27 14:22:18 +0000 2020,Just sitting here pondering how happy I am that The Man music video is OUT  I want to say thank you to so many people  Gotta thank   for voicing The Man and for being so supportive of my music for years  and now my directorial debut
Thu Feb 27 12:07:41 +0000 2020,Man down  After a massive mantrum     TheManMusicVideo is out now
Thu Feb 27 10:38:56 +0000 2020,One small step for the man  one giant leap for  TheManMusicVideo 1 5 hours to go  I m counting down with you on the premiere page
Wed Feb 26 13:03:16 +0000 2020,Oh man music video tomorrow at 7 A M  EST  And I m going to be chatting answering your questions mansplaining the video on YouTube starting an hour before at 6 A M  EST
Tue Feb 25 21:15:58 +0000 2020,"There are 19 hands in the hallway 

  but only 2 days until The Man Music Video"
Tue Feb 18 05:24:04 +0000 2020,The Man   Live From Paris is out now
Mon Feb 17 15:10:57 +0000 2020,"The Man   Live From Paris    
Song video tonight at Midnight ET"
Thu Feb 13 23:32:29 +0000 2020,It was excellent meeting you and this is so nice of you to say     See you at Glasto  new friend
Thu Feb 13 22:58:33 +0000 2020,I enjoy nights in Brixton  but especially when they re like last night   Met      amp    who are amazing  Got to tell   she s the melody queen of my musical heart  amp  got to take another middle finger trophy home to the felines
Fri Feb 07 17:09:41 +0000 2020,TheManLyricVideo is out now
Thu Feb 06 22:16:59 +0000 2020,TheManLyricVideo out tomorrow at Noon EST
Thu Feb 06 17:05:36 +0000 2020,It s an honor to get to work with such an incredible team  especially when it comes to my favorite thing in the world  songwriting      amp  swipe photos to see one of my other fav things  a fluffy floofy cat
Thu Feb 06 17:05:35 +0000 2020,Jody is an advocate for women s empowerment and one of the most respected and accomplished industry leaders  Troy Tomlinson has been an amazing part of my team for over half my life and a passionate torchbearer for songwriters
Thu Feb 06 17:05:35 +0000 2020,I m proud to extend my partnership with Lucian Grainge and the Universal Music family by signing with Universal Music Publishing Group  and for the opportunity to work with Jody Gerson  the first woman to run a major music publishing company
Fri Jan 31 13:06:31 +0000 2020,MissAmericana is on   I m excited for you to see it  I want to thank Lana Wilson for her curiosity  amp  for wanting to make this film  It s wild to be sharing so much of my life because it s scary to be vulnerable   understatement of the century
Thu Jan 30 02:53:46 +0000 2020,For a limited time  MissAmericana will be playing in select theaters   tickets available at     And stream it globally on   January 31
Mon Jan 27 19:23:42 +0000 2020,Sundance was as snowy and fun as this photo shoot foreshadowed     Thank you so much       for this cover interview and Mary Ellen Matthews for taking these pics  Can t wait for Jan 31 when  MissAmericana comes out on
Sun Jan 26 21:29:18 +0000 2020,My heart is in pieces hearing the news of this unimaginable tragedy  I can t fathom what the families are going through  Kobe meant so much to me and to us all  Sending my prayers  love  and endless condolences to Vanessa and the family and anyone who lost someone on that flight
Wed Jan 22 15:38:14 +0000 2020,Miss Americana   Official Trailer   It s been a long time coming   Out in select theaters and on   January 31
Wed Jan 15 22:23:28 +0000 2020,Miss Americana   January 31 on
Tue Dec 24 17:04:30 +0000 2019,Absolutely loved reliving the making of Lover   Diary of a Song with
Mon Dec 23 14:07:20 +0000 2019,The Making of  ChristmasTreeFarm   24 hours and a lot of xmas spirit
Wed Dec 18 15:46:12 +0000 2019,Walked into the studio to a surprise birthday party from these two    amp  Laura Sisk   it s equally wild and cozy to think it was the three of us in a room making a song called Lover here last year
Tue Dec 17 04:14:01 +0000 2019,Claws out  kitties
Mon Dec 16 18:11:39 +0000 2019,How To Be A Cat   Go see  CatsMovie in theaters December 20  if you re feline up for it
Sun Dec 15 16:59:17 +0000 2019,I m ecstatic to tell you that I ll be headlining Glastonbury on its 50th anniversary   See you there
Sat Dec 14 17:09:54 +0000 2019,Honestly spending my 30th with the fans who have made my life what it is at jingle ball  then throwing the most aggressive holiday party known to womankind  I just  seriously feel so lucky and will spend forever trying to find ways to say thank you   cries in Christmas tree
Sat Dec 14 16:48:10 +0000 2019,Happy birthday but make it santa
Sat Dec 14 16:10:01 +0000 2019,Fur real guys this was my cake
Fri Dec 13 05:08:28 +0000 2019,WHO S GONNA TELL HER SHE S THIRTAY NOW
Wed Dec 11 22:56:24 +0000 2019,"When you re pretttttty sure that if you were a man  you d be the man  
   Sami Drasin"
Wed Dec 11 21:58:25 +0000 2019,"If it don t fits I still sits   small wooden box edition  
   Sami Drasin"
Wed Dec 11 21:33:40 +0000 2019,HEY THANKS     it was a whole entire party chatting with   and Sami Drasin killed it with these photos  Thank you so much for this honor
Tue Dec 10 17:44:51 +0000 2019,Miller Mobley
Tue Dec 10 14:36:42 +0000 2019,Throwback to my first day on the set of   Basically  Bombalurina is one of those really mischievous cats you see in internet videos who has figured out how to open human doors
Mon Dec 09 14:45:29 +0000 2019,I ended up spending many days on set watching the other performers do their scenes  Watching the character Victoria  played by Frankie Hayward inspired me so much and Beautiful Ghosts was the result  Congrats to my co writer and buddy 4 life   This is just purrfect
Mon Dec 09 14:45:28 +0000 2019,I woke up today to the news that Beautiful Ghosts is nominated for a Golden Globe   it s so cool that one of the most fun  fulfilling creative experiences I ve ever had is being honored in this way by the HFPA
Fri Dec 06 20:01:53 +0000 2019,Here we are on said Xmas tree farm  And I just want to say that my parents are the real 90 s fashion icons  I have spoken
Fri Dec 06 18:27:07 +0000 2019,Time to get Spoti festive
Fri Dec 06 18:21:37 +0000 2019,Yes  Indeed  Every time you add this song  somewhere a cat wearing a Santa hat smiles
Fri Dec 06 18:18:29 +0000 2019,All I want 4 Christmas is to be that voice you hear faintly in the distance in the mall engulfed in jingly jingle bells
Fri Dec 06 18:13:47 +0000 2019,It s rumored that if you say  Alexa  play the new Taylor Swift on   out loud  it will make Santa like you more
Fri Dec 06 05:08:48 +0000 2019,I actually did grow up on a Christmas tree farm  In a gingerbread house  deep within the yummy gummy gumdrop forest  Where  funnily enough  this song is their national anthem   ChristmasTreeFarm song and video out now
