created_at,text
Fri May 15 16:06:46 +0000 2020, is an alien I do not know how he does it 
Thu May 14 22:00:06 +0000 2020,Heres a look back at some of my favorite TBTs 
Thu May 14 19:26:11 +0000 2020,Listen to the EllenOnTheGo podcast today to find out how you can win every gift from my Mothers Day Show 
Thu May 14 18:09:53 +0000 2020,Today on my show a panda that sounds like Bill Murray I cant stop laughing about this 
Thu May 14 17:19:50 +0000 2020,Happy birthday Xander and your amazing brain 
Thu May 14 15:19:54 +0000 2020, has never seemed happier Spitup and all 
Wed May 13 21:38:11 +0000 2020, is donating 100 of proceeds from their ThankYouNurses collection to the American Nurses Foundation Coronavirus Response Fund for Nurses Learn more at 
Wed May 13 20:58:58 +0000 2020, has a new puppy that has as much energy as she does 
Wed May 13 20:16:51 +0000 2020,Thanks for tweeting me your quarantiffs These were too good not to read on the show 
Wed May 13 19:41:09 +0000 2020,  
Wed May 13 19:28:47 +0000 2020,Happy 70th birthday  Were playing Sir Duke in your honor I hope you can feel it all over
Wed May 13 18:51:45 +0000 2020,Its a brand new episode of Momsplaining with one of the internets funniest dads ThanksSponsor 
Wed May 13 00:45:00 +0000 2020,GameofGames starts in 15 minutes then its time to start getting ready for Season 4 Enter to be a contestant here 
Tue May 12 21:14:51 +0000 2020,Tonight is the GameofGames season finale What was your favorite moment this season
Tue May 12 18:52:19 +0000 2020,You can nominate someone whos been affected by the quarantine and I might Venmo them 250 Lets VenmoItForward Sending love to you all ThanksSponsor 
Tue May 12 18:07:48 +0000 2020,"In honor of the GameofGames season finale tonight were giving away tons of extra prizes Download the app for your chance to win 
App Store 
Google Play  "
Tue May 12 15:53:15 +0000 2020, dog may be in love with her 
Mon May 11 23:21:30 +0000 2020, has been social distancing outside but I want him back in with me so I asked CBS News Chief Medical Correspondent  when it would be safe 
Mon May 11 22:31:22 +0000 2020,Happy MeMeMonday 
Mon May 11 21:45:41 +0000 2020,To help you play my game KnockinBoots I got you a Trainor  Dont miss the season finale of GameofGames tomorrow at 98c on NBC 
Mon May 11 19:53:57 +0000 2020,Did you know today is National Eat What You Want Day I didnt but I was celebrating anyway
Mon May 11 18:48:17 +0000 2020,Barbara Edwards moved away from her children her job her family and everything else so she could be a nurse on the frontlines in New York 
Mon May 11 18:18:10 +0000 2020,  At what point am I cleared to start practicing medicine
Mon May 11 17:27:05 +0000 2020,Kimmy Schmidt made out with Harry Potter 
Sun May 10 22:16:41 +0000 2020,Kids always know just what to get for a gift 
Sun May 10 20:55:28 +0000 2020,Moms have the hardest job and the best job HappyMothersDay 
Sun May 10 19:54:04 +0000 2020,The hilarious cast of Netflixs NeverHaveIEver played my game TheTruthComesOut It seems they know each other maybe a little too well 
Sun May 10 18:25:32 +0000 2020,HappyMothersDay Mama I love you 
Sun May 10 17:37:38 +0000 2020,I know this day is hard for some people Im sending you love too and wishing you peace
Sun May 10 16:31:32 +0000 2020,HappyMothersDay Wherever you are in your journey whether its happened yet or not I see you and I send you love
Sun May 10 15:54:53 +0000 2020,You are brilliant at this  
Sat May 09 19:00:51 +0000 2020,This week was TeacherAppreciationWeek I am so grateful for the opportunities Ive had to meet incredible educators like Ranesa Thank you to all the teachers who do so much for their kids this week and every week 
Sat May 09 17:37:42 +0000 2020, has been craving boba milk tea during quarantine so he made somesort of OMK 
Sat May 09 16:08:33 +0000 2020, reveals how she landed her Bachelor audition in this episode of TokItOut 
Fri May 08 21:43:33 +0000 2020,This trip I took to a science museum with a bunch of kids in 2010 was one of my favorites They taught me so much and I made 60 babysitting 
Fri May 08 19:34:23 +0000 2020,NavajoStrong 
Fri May 08 18:46:44 +0000 2020,Reasons why I love my brother he wrote a great song with Rick Springfield called The Wall Will Fall all proceeds go to Feeding America it hit 1 on iTunes and he put me in the video Congratulations   
Fri May 08 17:55:45 +0000 2020,Its a classic 
Fri May 08 16:24:38 +0000 2020,This was back in 2010 That outfit was all the rage back then 
Thu May 07 21:58:07 +0000 2020,Ray Nell is putting herself at risk every day to get single moms the things they need I adore her 
Thu May 07 20:51:18 +0000 2020,Excellent babysitting skills 
Thu May 07 19:52:32 +0000 2020,It turns out  is spending her quarantine bingewatching Friends 
Thu May 07 18:49:46 +0000 2020,Its my MothersDay Show Go see all the great gifts I found for firsttime expectant moms and then enter to win them all  
Thu May 07 16:57:45 +0000 2020,This young man was jogging and was hunted down and killed for absolutely no reason other than the color of his skin His name is Ahmaud Arbery I join everyone calling out for JusticeForAhmaud and Im sending all of my love to his family IRunWithMaud 
Wed May 06 21:19:03 +0000 2020,Do you know a teacher whos going above and beyond for their students I love hearing about inspiring teachers Tell me about the one you know here 
Wed May 06 19:53:42 +0000 2020,It doesnt get much better than  talking to a sex therapist with  Check out a brandnew episode of Momsplaining ThanksSponsor 
Wed May 06 18:04:22 +0000 2020,Staying fit at home isnt easy so I made yall a workout video Youre welcome 
Wed May 06 17:19:34 +0000 2020,I love nurses I love every one of them Thank you for giving up time with your families sleep and so much more We love you we love you we love you NationalNursesDay
Wed May 06 16:35:44 +0000 2020,Thank you Justin and all the delivery drivers going above and beyond to help people Justin you and your family give me hope ThanksSponsor 
Wed May 06 02:09:34 +0000 2020,If you had fun watching GameofGames tonight howd you like to be a contestant All you have to do is enter here 
Wed May 06 00:13:14 +0000 2020, Youre a wonderful Republic No wonder youre number one
Wed May 06 00:10:16 +0000 2020,GameofGames is starting Zoom a friend and watch together
Tue May 05 22:00:20 +0000 2020,Thank you to everyone whos voted for me in the Webbys I love you all both individually and as a team If you havent voted yet theres still time 
Tue May 05 21:09:23 +0000 2020,Its hard to remember things especially when youre strapped to a hydraulic harness GameofGames is back tonight 
Tue May 05 20:18:20 +0000 2020,Happy birthday  We could really use an album like right now Just putting it out there
Tue May 05 19:44:29 +0000 2020,"If you want to win 5000 while you watch GameofGames tonight its super easy Step 1 Download the app Step 2 Play

App store 
Google Play "
Tue May 05 19:04:15 +0000 2020,Its TeacherAppreciationWeek and I am grateful for all teachers especially Ruben Caceres Thank you to all teachers ThanksSponsor 
Tue May 05 19:04:15 +0000 2020,Its TeacherAppreciationWeek and I am grateful for all teachers especially Ruben Caceres Thank you to all teachers ThanksSponsor 
Tue May 05 18:33:07 +0000 2020,Who among us hasnt thought this was a good idea 
Tue May 05 17:34:05 +0000 2020,I made up some delicious drinks you can make at home Happy CincoDeMayo 
Tue May 05 16:25:46 +0000 2020,Dr Ryan Padgett was working on the frontlines of COVID 19 then he nearly died from it Im so glad he and his wife could be here 
Tue May 05 00:43:51 +0000 2020,Memes might be my favorite part of quarantine Happy MemeMonday 
Tue May 05 00:35:31 +0000 2020, I cant wait for your show on 
Mon May 04 23:27:49 +0000 2020,GameofGames is back tomorrow  and Jay Z give it two thumbs up 
Mon May 04 22:45:52 +0000 2020,In honor of all the students who are graduating and arent having a commencement allow me to commencemorate you ClassOf2020 
Mon May 04 22:01:13 +0000 2020,Ive been surprising people in need with a gift from  Did you see your name on the screen Keep watching If you know someone who deserves a Venmo surprise tell me about them here ThanksSponsor 
Mon May 04 21:22:08 +0000 2020,Its my game  birthday and its nominated for a Webby You can celebrate by voting for it right here They grow up so fast 
Mon May 04 20:31:31 +0000 2020,This is an adorable R2 Detour MayThe4thBeWithYou 
Mon May 04 19:53:44 +0000 2020,Happy Teacher Appreciation Year
Mon May 04 19:18:24 +0000 2020, is a ray of sunshine Seeing her looking healthy after her recovery from COVID19 was a big relief What an experience 
Mon May 04 16:33:04 +0000 2020,I got to know  and  a whole lot better today 
Sun May 03 20:59:21 +0000 2020,Brayden is only 10 years old but his heart is already so big I love this kid Dont miss LittleBigShots tonight 
Sun May 03 20:23:35 +0000 2020, 
Sun May 03 18:41:55 +0000 2020,I asked the cast of Netflixs TooHotToHandle some of my BurningQuestions As you mightve guessed they were almost too hot to handle 
Sun May 03 03:59:27 +0000 2020,Thinking about my young friend Tayt this weekend and everyone with health concerns that put them at risk Sending love to you all 
Sun May 03 02:19:50 +0000 2020,Thank you to all of the kids who took a break from watching their parents trying to figure out new math and voted for me KCA2020
Sat May 02 20:32:24 +0000 2020, is taking on TikTok challenges with his dog Karter and its wonderful OMKalen 
Sat May 02 19:51:20 +0000 2020,For every post of a plant based meal with the tag PlantBasedParty this weekend  will donate 5 to Support  Feed to help feed those in need and  will donate a meal to a similar cause Heres mine Thanks  
Sat May 02 18:07:38 +0000 2020,Have you gotten into some ridiculous Quarantiffs with your quaranteammate Tell us about them
Sat May 02 16:23:39 +0000 2020,Happy birthday  Fitness guru Hollywood legend fashion influence  Im so happy I can be these things for you 
Fri May 01 21:37:24 +0000 2020,Im so happy that our masks have already raised 150000 for AmericasFoodFund You can still preorder yours All proceeds go to people in need 
Fri May 01 20:51:14 +0000 2020,This could be you Wanna cohost my show with me Not only will you meet huge stars and be celebrated across the world and have the time of your life theres also a snack bar backstage ALLINCHALLENGE  
Fri May 01 20:09:21 +0000 2020,WhatImDoingFirst was trending across the country Today I read some of your answers You people are wonderful 
Fri May 01 19:04:06 +0000 2020,Its time for TokItOut  reviewed the best TikToks of the week with one of its biggest stars  
Fri May 01 18:34:07 +0000 2020, 
Fri May 01 18:33:34 +0000 2020,Good thing you dont need to go anywhere in order to create hilarious quarantine GIFs Happy ThankGIFItsFriday 
Fri May 01 17:24:02 +0000 2020,Here are my VenmoItForward recipients for today I hope your name is on here Thank you  
Fri May 01 04:32:09 +0000 2020,Congratulations  and baby Wyatt Sending you so much love I hope he has your laugh
Thu Apr 30 23:36:05 +0000 2020,Now I know what its like to be watching Jeannie outside someones house and suddenly hear a knock at the door 
Thu Apr 30 21:03:52 +0000 2020,Happy TBT Im taking you back to 2005 Everything is better with  
Thu Apr 30 19:38:25 +0000 2020,Governor Cuomo started the New York State COVID19 First Responders Fund I was glad I was able to support it on my show You can support it right here I cannot thank you enough  
Thu Apr 30 18:42:10 +0000 2020,Whats your quarantine vibe
Thu Apr 30 17:08:21 +0000 2020,Im a fan of Andrew Cuomo 
Thu Apr 30 01:09:46 +0000 2020, had a  experience on Bumble 
Wed Apr 29 22:20:41 +0000 2020,Happy InternationalDanceDay Heres a playlist of some of my favorite dance moments on the show 
Wed Apr 29 21:09:02 +0000 2020,Fifteenyearold Coco couldnt celebrate finishing her cancer treatment the way shed planned so her community did something beautiful I wanted to meet her and do something for her too 
Wed Apr 29 20:05:30 +0000 2020, Were so fortunate that Venmo is helping us do this Glad it came at the perfect time
Wed Apr 29 19:48:40 +0000 2020,We all need a laugh right now and theres no one better to make us laugh than  with a new episode of Momsplaining Watch on  ThanksSponsor 
Wed Apr 29 17:52:01 +0000 2020,We got nominated for 7 Webbys You can vote for your favorite Social Media CelebrityFan here whoever it may be 
Wed Apr 29 15:16:08 +0000 2020,The new season of Momsplaining is here I  
Wed Apr 29 01:17:31 +0000 2020, Anything Great 1 Come back next season 2 Can you throw my name in your next song 3 Do you have any yeast Thinking about trying this bread craze
Tue Apr 28 23:57:18 +0000 2020,Tonight GameofGames is on NBC First its one of our favorite episodes and after that its an allnew one Hunker down Ive got you covered for two hours
Tue Apr 28 22:00:22 +0000 2020,Hey  wanna knock boots
Tue Apr 28 20:40:47 +0000 2020,"You might be stuck at home but you can still win thousands of dollars tonight GameofGames

App Store     
Google Play "
Tue Apr 28 19:21:44 +0000 2020,I had no idea that touching my face was my favorite pastime 
Tue Apr 28 17:35:52 +0000 2020,Youve been in your house a lot Time to give a room a facelift If you have a space youre ready to give a new look to tell us here 
Tue Apr 28 15:57:56 +0000 2020, and  are supporting a brilliant organization that helps restaurant workers and frontline workers at the same time 
Tue Apr 28 00:37:03 +0000 2020, not gonna let a quarantine keep him from getting into shape 
Mon Apr 27 23:18:33 +0000 2020,Tired of reading books to your kids I got some celebrities to do it for you Youre welcome 
Mon Apr 27 22:45:44 +0000 2020,GameofGames is back tomorrow with this round of OhShip This ship is bananas 
Mon Apr 27 21:16:38 +0000 2020,Its Monday We can do this I brought memes MeMeMonday 
Mon Apr 27 20:25:06 +0000 2020,Andrew Cuomo has emerged as a leader many people are looking to for strength Im so happy hes on my show this Thursday 
Mon Apr 27 19:54:45 +0000 2020,Jim Parsons is in quarantine and his hair might be in trouble 
Mon Apr 27 18:59:38 +0000 2020,Have you learned something new about your spouse partner pet sibling or kid during quarantine Do they have a work voice Do they knife and fork their pizza Tell us what YOUVE discovered with the hashtag ImWithSomeoneWhoBLANKS
Mon Apr 27 17:35:42 +0000 2020,This is really cool If you know someone who needs some help tell me about them and I could wind up Venmoing them 250 A hundred people a day will win VenmoItForward ThanksSponsor 
Sun Apr 26 23:44:23 +0000 2020,LittleBigShots is on tonight Dont miss this little Dodger 
Sun Apr 26 17:14:37 +0000 2020,Brad Leone from  is adorable so I asked him to tell me about some of his favorite Instagram posts for this episode of WeHeartIt 
Sat Apr 25 18:30:19 +0000 2020,Anyone who needs a slow walking buddy cant ask for anything better than this  
Sat Apr 25 17:40:51 +0000 2020,Theres still time to win all of my Earth Day giveaways Thanks  for the lovely and beautiful gift to our planet ThanksSponsor 
Sat Apr 25 16:31:44 +0000 2020, gives us a quarantine update OMKalen 
Fri Apr 24 22:59:27 +0000 2020,Bob Roth taught me how to meditate Now you can learn from him too in his new podcast  
Fri Apr 24 22:01:03 +0000 2020,What do    and  have in common They all just got an eyeful in my Booth of Internet Wonders 
Fri Apr 24 20:42:28 +0000 2020,Theres so much fun going on over on  Have you checked it out 
Fri Apr 24 19:34:33 +0000 2020, is back with more trending TikToks on TokItOut Have you tried whipped coffee 
Fri Apr 24 18:19:29 +0000 2020, reaction to DangerWord is still one of my favorite things this season 
Fri Apr 24 17:25:08 +0000 2020,Happy birthday  and  I hope we can celebrate soon I know youre people who need people It must be hard since u been gone
Fri Apr 24 16:00:03 +0000 2020,I absolutely loved Season 1 of DeadToMe Im talking to  and  soon and I can already tell Season 2 is gonna be good 
Thu Apr 23 22:22:45 +0000 2020,Congrats to the WillandGrace cast on their series finale tonight TBT 
Thu Apr 23 21:38:47 +0000 2020, played a new game in which he made weird noises and I had to guess what they were All I can say is it was memorable 
Thu Apr 23 21:01:40 +0000 2020,Im looking for stories of incredible people working on the frontlines Nominate a hero right here 
Thu Apr 23 20:01:39 +0000 2020, told me about his upcoming roles  as a stripper a hero and a god 
Thu Apr 23 19:30:35 +0000 2020,Looking for a craft you can do with your kids The winner of the Most Gifted Wrapper contest has two for you ThanksSponsor 
